"","formula","exit_status.LTL2SDBA","exit_status.LTL2SDBA+Opt","exit_status.S+S","exit_status.S+SOpt","exit_status.ltl2ldba","exit_status.ltl2ldbaOpt","exit_code.LTL2SDBA","exit_code.LTL2SDBA+Opt","exit_code.S+S","exit_code.S+SOpt","exit_code.ltl2ldba","exit_code.ltl2ldbaOpt","time.LTL2SDBA","time.LTL2SDBA+Opt","time.S+S","time.S+SOpt","time.ltl2ldba","time.ltl2ldbaOpt","states.LTL2SDBA","states.LTL2SDBA+Opt","states.S+S","states.S+SOpt","states.ltl2ldba","states.ltl2ldbaOpt","edges.LTL2SDBA","edges.LTL2SDBA+Opt","edges.S+S","edges.S+SOpt","edges.ltl2ldba","edges.ltl2ldbaOpt","transitions.LTL2SDBA","transitions.LTL2SDBA+Opt","transitions.S+S","transitions.S+SOpt","transitions.ltl2ldba","transitions.ltl2ldbaOpt","acc.LTL2SDBA","acc.LTL2SDBA+Opt","acc.S+S","acc.S+SOpt","acc.ltl2ldba","acc.ltl2ldbaOpt","scc.LTL2SDBA","scc.LTL2SDBA+Opt","scc.S+S","scc.S+SOpt","scc.ltl2ldba","scc.ltl2ldbaOpt","nondet_states.LTL2SDBA","nondet_states.LTL2SDBA+Opt","nondet_states.S+S","nondet_states.S+SOpt","nondet_states.ltl2ldba","nondet_states.ltl2ldbaOpt","nondet_aut.LTL2SDBA","nondet_aut.LTL2SDBA+Opt","nondet_aut.S+S","nondet_aut.S+SOpt","nondet_aut.ltl2ldba","nondet_aut.ltl2ldbaOpt","complete_aut.LTL2SDBA","complete_aut.LTL2SDBA+Opt","complete_aut.S+S","complete_aut.S+SOpt","complete_aut.ltl2ldba","complete_aut.ltl2ldbaOpt","product_states.LTL2SDBA","product_states.LTL2SDBA+Opt","product_states.S+S","product_states.S+SOpt","product_states.ltl2ldba","product_states.ltl2ldbaOpt","product_transitions.LTL2SDBA","product_transitions.LTL2SDBA+Opt","product_transitions.S+S","product_transitions.S+SOpt","product_transitions.ltl2ldba","product_transitions.ltl2ldbaOpt","product_scc.LTL2SDBA","product_scc.LTL2SDBA+Opt","product_scc.S+S","product_scc.S+SOpt","product_scc.ltl2ldba","product_scc.ltl2ldbaOpt"
"1","!((!((!((p0) | (p1))) U (p2))) & (G((p3) -> (!((!((p0) | (p1))) U (p2))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00442094,0.0228857,0.019834,0.0282809,1.02311,1.12481,5,3,3,3,3,3,11,7,7,7,7,7,93,48,48,48,48,48,1,1,1,1,1,1,5,2,2,2,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,789,589,589,589,589,589,19057,12072,12072,12072,12072,12072,29,4,4,4,4,4
"2","!((!(p0)) U (G(!(((p1) & (p2)) | ((p3) & (p4)) | ((p2) & (p3)) | ((p2) & (p4)) | ((p1) & (p4)) | ((p1) & (p3))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0273966,0.0359794,0.0191659,0.0242819,1.1241,1.15776,13,6,3,3,4,4,42,13,7,7,9,9,500,224,96,96,144,144,1,1,1,1,1,1,8,5,3,3,4,4,3,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,2585,1200,600,600,800,800,65555,29631,12699,12699,18989,18989,209,205,4,4,5,5
"3","!((!(p0)) U (p1))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00312234,0.016267,0.0183025,0.0239745,0.848836,0.806394,6,4,2,2,2,2,10,6,3,3,3,3,21,14,6,6,6,6,1,1,1,1,1,1,6,4,2,2,2,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1196,798,398,398,398,398,21885,14588,6263,6263,6263,6263,211,206,5,5,5,5
"4","!((!(p0)) W ((!(p0)) & (p1)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00267475,0.00902424,0.0148291,0.0241426,0.817168,0.796702,3,2,2,2,2,2,5,3,3,3,3,3,15,7,7,7,7,7,1,1,1,1,1,1,3,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,600,400,400,400,400,400,15382,7184,7184,7184,7184,7184,6,5,5,5,5,5
"5","!((!(p0)) W ((p0) W ((!(p0)) W ((p0) W (G(!(p0)))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00278444,0.00901346,0.0177569,0.0205437,0.93926,0.938429,7,6,6,6,6,6,13,11,11,11,11,11,20,12,12,12,12,12,1,1,1,1,1,1,7,6,6,6,6,6,5,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1400,1200,1200,1200,1200,1200,41950,25170,25170,25170,25170,25170,7,6,6,6,6,6
"6","!((!(p0)) W (p1))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0027177,0.00916007,0.013713,0.0230699,0.818305,0.940818,3,2,2,2,2,2,5,3,3,3,3,3,14,6,6,6,6,6,1,1,1,1,1,1,3,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,401,201,201,201,201,201,12506,4170,4170,4170,4170,4170,3,2,2,2,2,2
"7","!(((G(F(p1))) & (G(F(p0)))) -> (G(F(p2))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.022996,0.0388055,0.0304003,0.0223185,1.05635,1.1783,47,6,2,2,3,3,373,20,6,6,7,7,408,32,15,15,24,24,1,1,2,2,1,1,19,3,2,2,2,2,9,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,8699,1163,400,400,599,599,195965,16664,7995,7995,12766,12766,1516,202,2,2,2,2
"8","!(((X(p0)) U (X(p1))) | (!(X((p0) U (p1)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00319831,0.00969598,0.0148207,0.02631,0.925352,0.956807,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
"9","!(((X(p0)) U (p1)) | (!(X((p0) U ((p0) & (p1))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00297053,0.0093817,0.0190112,0.0232482,1.04154,1.04806,1,1,1,1,2,1,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,1,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
"10","!(((p0) & (X(p1))) R (X((((p2) U (p3)) R (p0)) U ((p2) R (p0)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0105976,0.0283445,0.0203334,0.0231207,1.07979,1.08768,16,7,5,5,6,6,51,16,10,10,17,15,262,63,37,37,112,52,1,1,1,1,1,1,9,5,5,5,6,6,5,3,0,0,4,3,1,1,0,0,1,1,0,0,0,0,0,0,3123,1400,610,610,810,810,67909,32857,11161,11161,17035,14911,421,205,15,15,16,16
"11","!(((p0) U ((p1) U (p2))) | ((p1) U ((p2) U (p0))) | ((p2) U ((p0) U (p1))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00360236,0.00957052,0.0186719,0.024269,0.89479,0.912293,3,2,2,2,2,2,4,2,2,2,2,2,25,9,9,9,9,9,1,1,1,1,1,1,3,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,401,201,201,201,201,201,12546,4184,4184,4184,4184,4184,3,2,2,2,2,2
"12","!(((p0) U (p1)) -> ((G(p2)) | ((p2) U (p3))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00484669,0.0223521,0.0209059,0.0203579,0.959557,1.04329,6,4,4,4,4,4,15,9,9,9,9,9,80,42,42,42,42,42,1,1,1,1,1,1,6,4,4,4,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,805,605,605,605,605,605,17936,9516,9516,9516,9516,9516,10,9,9,9,9,9
"13","!((F((p0) & (X(F(p1))))) -> ((!(p0)) U (p2)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00368736,0.00911571,0.0190279,0.0215807,1.02267,1.00877,6,3,3,3,3,3,13,5,5,5,5,5,56,20,20,20,20,20,1,1,1,1,1,1,6,3,3,3,3,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,997,596,596,596,596,596,25927,10335,10335,10335,10335,10335,6,3,3,3,3,3
"14","!((F(G(p0))) | (F(G(p1))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00386845,0.0110852,0.0182311,0.0225873,0.94402,0.960791,13,5,1,1,2,2,68,18,4,4,5,5,68,20,4,4,8,8,1,1,2,2,1,1,2,2,1,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2585,798,200,200,400,400,70178,16575,4153,4153,8306,8306,2,2,1,1,1,1
"15","!((F(G(p0))) | (G(F(p1))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0156571,0.0255204,0.0258238,0.0346533,1.04562,1.22776,19,4,2,2,2,2,81,8,4,4,4,4,88,12,7,7,10,10,1,1,1,1,1,1,11,3,2,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3589,798,400,400,400,400,81062,12413,7285,7285,10414,10414,804,202,2,2,2,2
"16","!((F(p0)) & (F(!(p0))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00288954,0.00933025,0.0192371,0.0223381,0.897475,0.835976,5,5,3,3,3,3,8,6,4,4,4,4,8,6,4,4,4,4,1,1,1,1,1,1,5,5,3,3,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,801,429,401,401,401,401,12745,4534,4267,4267,4267,4267,5,31,3,3,3,3
"17","!((F(p0)) -> ((!((!(p0)) & (p1) & (X((!(p0)) U ((!(p0)) & (p2)))))) U ((p0) | (p3))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00527487,0.0156543,0.0194352,0.0237686,1.35979,1.03787,6,4,4,4,5,4,11,7,7,7,10,7,84,44,44,44,52,44,1,1,1,1,1,1,6,4,4,4,5,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,999,784,784,784,981,784,20437,11433,11433,11433,13448,11433,8,23,23,23,54,23
"18","!((F(p0)) -> ((!(p0)) U ((!(p0)) & (p1) & (X((!(p0)) U (p2))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00339651,0.00937837,0.0205813,0.0221241,1.0428,1.07218,4,3,3,3,3,3,8,6,6,6,6,6,36,20,20,20,20,20,1,1,1,1,1,1,4,3,3,3,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,799,599,599,599,599,599,18667,10371,10371,10371,10371,10371,4,3,3,3,3,3
"19","!((F(p0)) -> ((!(p0)) U ((p0) & ((!(p1)) W ((p1) W ((!(p1)) W ((p1) W (G(!(p1))))))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00379706,0.0136956,0.0216703,0.0245505,1.0023,1.05664,8,7,7,7,7,7,16,14,14,14,14,14,45,28,28,28,28,28,1,1,1,1,1,1,8,7,7,7,7,7,6,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1600,1400,1400,1400,1400,1400,47169,29358,29358,29358,29358,29358,8,7,7,7,7,7
"20","!((F(p0)) -> ((!(p1)) U ((p0) | ((!(p1)) & (p2) & (X((!(p1)) U (p3)))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00656967,0.0167179,0.0203145,0.0226685,1.02399,1.04868,6,4,4,4,4,4,13,8,8,8,8,8,84,44,44,44,44,44,1,1,1,1,1,1,6,4,4,4,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,972,771,771,771,771,771,19707,11285,11285,11285,11285,11285,74,72,72,72,72,72
"21","!((F(p0)) -> ((!(p1)) U ((p0) | (p2))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00354715,0.00980206,0.0196482,0.0212489,1.15048,0.966039,5,3,3,3,3,3,9,5,5,5,5,5,36,18,18,18,18,18,1,1,1,1,1,1,5,3,3,3,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,602,402,402,402,402,402,16529,8267,8267,8267,8267,8267,5,4,4,4,4,4
"22","!((F(p0)) -> ((!(p1)) U (p0)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00300643,0.00896953,0.0175761,0.0228014,0.88076,0.868105,5,3,3,3,3,3,9,5,5,5,5,5,20,10,10,10,10,10,1,1,1,1,1,1,5,3,3,3,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,798,597,597,597,597,597,19249,10679,10679,10679,10679,10679,6,4,4,4,4,4
"23","!((F(p0)) -> (((!(p0)) & (!(p1))) U ((p0) | (((!(p0)) & (p1)) U ((p0) | (((!(p0)) & (!(p1))) U ((p0) | (((!(p0)) & (p1)) U ((p0) | ((!(p1)) U (p0)))))))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00327839,0.00931254,0.0191761,0.0228236,1.1077,1.06801,9,7,7,7,7,7,17,13,13,13,13,13,28,18,18,18,18,18,1,1,1,1,1,1,9,7,7,7,7,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1592,1391,1391,1391,1391,1391,27121,18742,18742,18742,18742,18742,17,15,15,15,15,15
"24","!((F(p0)) -> ((((p1) & (X((!(p0)) U (p2)))) -> (X((!(p0)) U ((p2) & (F(p3)))))) U (p0)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00476505,0.0212462,0.020957,0.024473,1.04799,1.01735,6,5,5,5,5,5,12,9,18,18,18,18,64,42,50,50,50,50,1,1,1,1,1,1,6,5,2,2,2,2,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1000,998,977,977,977,977,13644,11031,12881,12881,12881,12881,8,240,2,2,2,2
"25","!((F(p0)) -> (((p1) -> ((!(p0)) U ((!(p0)) & (p2) & (!(p3)) & (X(((!(p0)) & (!(p3))) U (p4)))))) U (p0)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0131525,0.0249691,0.0212159,0.0269796,1.04959,1.18343,6,4,4,4,4,4,15,11,11,11,11,11,192,104,104,104,104,104,1,1,1,1,1,1,5,2,2,2,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,996,789,789,789,789,789,21767,13333,13333,13333,13333,13333,6,2,2,2,2,2
"26","!((F(p0)) -> (((p1) -> ((!(p0)) U ((!(p0)) & (p2) & (X((!(p0)) U (p3)))))) U (p0)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00533651,0.0217773,0.0198188,0.025676,1.06015,1.05447,6,4,4,4,4,4,14,11,11,11,11,11,96,52,52,52,52,52,1,1,1,1,1,1,6,2,2,2,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1001,800,800,800,800,800,22638,14013,14013,14013,14013,14013,9,2,2,2,2,2
"27","!((F(p0)) -> (((p1) -> ((!(p0)) U ((!(p0)) & (p2)))) U (p0)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0036778,0.0101529,0.0202956,0.0223889,1.20198,1.0766,5,3,3,3,3,3,9,6,6,6,6,6,40,20,20,20,20,20,1,1,1,1,1,1,5,2,2,2,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,801,600,600,600,600,600,18554,10569,10569,10569,10569,10569,6,2,2,2,2,2
"28","!((F(p0)) -> ((p1) U (p0)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00357238,0.00888845,0.0175668,0.0223203,1.03529,0.889516,5,3,3,3,3,3,9,5,5,5,5,5,20,10,10,10,10,10,1,1,1,1,1,1,5,3,3,3,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,799,598,598,598,598,598,18520,10280,10280,10280,10280,10280,7,5,5,5,5,5
"29","!((F(p0)) U (G(p1)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00420615,0.0211104,0.0208374,0.0253883,0.83862,0.867177,20,6,4,4,5,5,89,16,8,7,17,12,96,25,17,15,32,25,1,1,1,1,1,1,6,4,4,4,4,4,3,1,2,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,3977,1198,800,798,1000,1000,100496,26286,17911,15793,33654,26315,6,201,4,201,5,203
"30","!((F(p1)) <-> (F(p0)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00315044,0.0104026,0.0192877,0.022236,0.85527,0.878607,7,5,3,3,9,4,14,7,5,5,17,8,20,11,7,7,21,10,1,1,1,1,1,1,7,5,3,3,9,4,3,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1201,999,600,600,1800,800,17148,11777,7509,7509,22451,10738,13,405,6,6,416,206
"31","!((G(!(p0))) -> (G(!(p1))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00317937,0.0155585,0.0229784,0.0227837,0.978234,0.884865,4,3,2,2,2,2,7,4,3,3,3,3,10,6,4,4,4,4,1,1,1,1,1,1,4,3,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,601,599,400,400,400,400,8221,6147,4106,4106,4106,4106,5,202,3,3,3,3
"32","!((G(!(p0))) | ((!(p0)) U (((p0) & (F(p1))) -> ((!(p1)) U ((!(p1)) & (p2) & (X((!(p1)) U (p3))))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00509315,0.0213864,0.0197725,0.0246544,1.29571,1.16963,5,4,4,4,14,7,11,9,9,9,38,18,80,48,48,48,178,98,1,1,1,1,1,1,5,4,4,4,13,6,1,0,0,0,3,3,1,0,0,0,1,1,0,0,0,0,0,0,801,601,601,601,2601,1201,18963,10553,10553,10553,43306,23289,6,5,5,5,612,7
"33","!((G(!(p0))) | ((!(p0)) U ((p0) & ((F((p1) & (X(F(p2))))) -> ((!(p1)) U (p3))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00566993,0.0294161,0.0228994,0.0258131,1.21474,1.31501,6,4,4,4,8,6,14,8,8,8,17,12,114,52,52,52,90,72,1,1,1,1,1,1,6,4,4,4,8,6,4,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,1200,800,800,800,1600,1200,29718,13565,13565,13565,23550,18812,10,8,8,8,217,12
